abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.058,39,1792,Iron Butt Red Ale,American Amber / Red Ale,313,12,313,Slanted Rock Brewing Company,Meridian, ID
0.071,92,1609,Initial Point India Pale Ale,American IPA,313,12,313,Slanted Rock Brewing Company,Meridian, ID
0.06,70,2305,Homefront IPA,American IPA,163,12,163,Sly Fox Brewing Company,Phoenixville, PA
0.055,16,1588,Sly Fox Christmas Ale 2013,Winter Warmer,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.056,25,1363,Grisette,Grisette,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.049,18,1123,Helles Golden Lager,Munich Helles Lager,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.055,16,926,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.084,90,894,Odyssey Imperial IPA,American Double / Imperial IPA,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.058,25,166,Oktoberfest Lager,Märzen / Oktoberfest,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.07,113,24,113 IPA,American IPA,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.053,21,23,Dunkel Lager,Munich Dunkel Lager,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.056,11,22,Royal Weisse Ale,Hefeweizen,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.049,44,21,Pikeland Pils,German Pilsener,371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.051,40,20,Phoenix Pale Ale,American Pale Ale (APA),371,12,371,Sly Fox Brewing Company,Pottstown, PA
0.07,88,2407,Rule G IPA,American IPA,115,12,115,Smartmouth Brewing Company,Norfolk, VA
0.058,35,2406,Murphy's Law,American Amber / Red Ale,115,12,115,Smartmouth Brewing Company,Norfolk, VA
0.062,33,2405,Alter Ego ,Saison / Farmhouse Ale,115,12,115,Smartmouth Brewing Company,Norfolk, VA
0.06,55,1606,Snow King Pale Ale,American Pale Ale (APA),191,12,191,Snake River Brewing Company,Jackson, WY
0.054,36,617,Zonker Stout,Foreign / Export Stout,191,12,191,Snake River Brewing Company,Jackson, WY
0.05,22,407,OB-1 Organic Ale,English Brown Ale,191,12,191,Snake River Brewing Company,Jackson, WY
0.05,18,406,Snake River Lager,Vienna Lager,191,12,191,Snake River Brewing Company,Jackson, WY
0.052,32,402,Snake River Pale Ale,American Pale Ale (APA),191,12,191,Snake River Brewing Company,Jackson, WY
0.068,60,393,Pako’s EyePA,American IPA,191,12,191,Snake River Brewing Company,Jackson, WY
0.063,100,1596,Dagger Falls IPA,American IPA,309,12,309,Sockeye Brewing Company,Boise, ID
0.063,100,1595,Dagger Falls IPA,American IPA,309,12,309,Sockeye Brewing Company,Boise, ID
0.099,100,1160,Old Devil's Tooth,American Barleywine,309,12,309,Sockeye Brewing Company,Boise, ID
0.052,32,1151,Hell-Diver Pale Ale,American Pale Ale (APA),309,12,309,Sockeye Brewing Company,Boise, ID
0.046,12,1150,Woolybugger Wheat,American Pale Wheat Ale,309,12,309,Sockeye Brewing Company,Boise, ID
0.084,90,995,Winterfest,American Strong Ale,309,16,309,Sockeye Brewing Company,Boise, ID
0.063,100,879,Dagger Falls IPA,American IPA,309,12,309,Sockeye Brewing Company,Boise, ID
0.07,18,1972,LuckenBock,Bock,257,16,257,South Austin Brewery,South Austin, TX
0.055,40,1971,Texas Pale Ale (TPA),American IPA,257,16,257,South Austin Brewery,South Austin, TX
0.05,22,1969,Kol' Beer,Kölsch,257,16,257,South Austin Brewery,South Austin, TX
0.048,32,1283,Na Zdraví Pilsner,Czech Pilsener,436,16,436,Southern Oregon Brewing Company,Medford, OR
0.055,65,1282,Nice Rack IPA,American IPA,436,16,436,Southern Oregon Brewing Company,Medford, OR
0.075,72,2362,2014 IPA Cicada Series,American IPA,133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.077,65,2346,Sinister Minister Black IPA,American IPA,133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.053,45,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.058,60,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.05,20,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.08,80,1745,Mississippi Fire Ant,American Amber / Red Ale,133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.058,40,1120,Hipster Breakfast,Oatmeal Stout,133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.05,20,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.058,60,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16,133,Southern Prohibition Brewing Com...,Hattiesburg, MS
0.065,45,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12,118,Southern Star Brewing Company,Conroe, TX
0.069,23,1740,Le Mort Vivant,Bière de Garde,118,12,118,Southern Star Brewing Company,Conroe, TX
0.085,110,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12,118,Southern Star Brewing Company,Conroe, TX
0.092,100,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12,118,Southern Star Brewing Company,Conroe, TX
0.085,110,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12,118,Southern Star Brewing Company,Conroe, TX
0.072,40,1010,Old Potentate,Old Ale,118,12,118,Southern Star Brewing Company,Conroe, TX
0.05,20,856,Bombshell Blonde,American Blonde Ale,118,16,118,Southern Star Brewing Company,Conroe, TX
0.099,100,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12,118,Southern Star Brewing Company,Conroe, TX
0.069,23,555,Le Mort Vivant (2011),Bière de Garde,118,12,118,Southern Star Brewing Company,Conroe, TX
0.083,50,46,Buried Hatchet Stout,Foreign / Export Stout,118,12,118,Southern Star Brewing Company,Conroe, TX
0.065,45,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16,118,Southern Star Brewing Company,Conroe, TX
0.05,20,44,Bombshell Blonde,American Blonde Ale,118,12,118,Southern Star Brewing Company,Conroe, TX
0.047,35,2486,Baby Daddy Session IPA,American IPA,78,12,78,Speakasy Ales & Lagers,San Francisco, CA
0.05,22,855,Special Amber,Vienna Lager,498,12,498,Sprecher Brewing Company,Glendale, WI
0.05,22,445,Special Amber,Vienna Lager,498,12,498,Sprecher Brewing Company,Glendale, WI
0.042,20,1544,Starr Pils,German Pilsener,383,12,383,Starr Hill Brewery,Crozet, VA
0.065,52,1205,Northern Lights India Pale Ale,American IPA,383,16,383,Starr Hill Brewery,Crozet, VA
0.048,12,369,Festie,Märzen / Oktoberfest,383,12,383,Starr Hill Brewery,Crozet, VA
0.065,52,368,Northern Lights India Pale Ale,American IPA,383,12,383,Starr Hill Brewery,Crozet, VA
0.065,65,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12,119,Steamworks Brewing Company,Durango, CO
0.049,17,92,Colorado Kölsch,Kölsch,119,12,119,Steamworks Brewing Company,Durango, CO
0.057,25,91,Steam Engine Lager,American Amber / Red Lager,119,12,119,Steamworks Brewing Company,Durango, CO
0.065,65,90,Third Eye Pale Ale,American IPA,119,12,119,Steamworks Brewing Company,Durango, CO
0.047,9,2366,Point Special (Current),American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,2365,Point Special,American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.054,33,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,2228,Point Special,American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.052,9,2151,Onyx Black Ale,American Black Ale,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.063,64,2150,Beyond The Pale IPA,American IPA,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,2122,Point Special (2013),American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,2121,Point Special (2012),American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,2115,Point Special Lager,American Adjunct Lager,131,16,131,Stevens Point Brewery,Stevens Point, WI
0.057,15,1357,Point Oktoberfest,Märzen / Oktoberfest,131,16,131,Stevens Point Brewery,Stevens Point, WI
0.052,7,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16,131,Stevens Point Brewery,Stevens Point, WI
0.05,7,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.05,7,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.049,13,650,Three Kings Ale,Kölsch,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.057,15,456,Point Oktoberfest,Märzen / Oktoberfest,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.054,32,357,2012 Black Ale,American Brown Ale,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.05,7,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.054,33,140,Point Cascade Pale Ale,American Pale Ale (APA),131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,14,139,Point Amber Classic,American Amber / Red Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.047,9,138,Point Special Lager,American Adjunct Lager,131,12,131,Stevens Point Brewery,Stevens Point, WI
0.051,31,953,Wisco Disco,American Amber / Red Ale,486,16,486,Stillmank Beer Company,Green Bay, WI
0.051,25,1410,Sand Island Lighthouse,Kölsch,412,12,412,Straight to Ale,Huntsville, AL
0.05,30,925,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12,412,Straight to Ale,Huntsville, AL
0.072,70,637,Monkeynaut IPA,American IPA,412,12,412,Straight to Ale,Huntsville, AL
0.041,8,2233,American Lager,American Adjunct Lager,129,12,129,Straub Brewery,St Mary's, PA
0.041,8,2232,American Amber,American Amber / Red Lager,129,12,129,Straub Brewery,St Mary's, PA
0.032,13,2231,American Light,Light Lager,129,12,129,Straub Brewery,St Mary's, PA
0.053,49,2352,Extra Pale Ale,American Pale Ale (APA),138,12,138,Summit Brewing Company,St Paul, MN
0.053,40,2549,Make It So,Extra Special / Strong Bitter (ESB),58,12,58,Summit Brewing Company,St. Paul, MN
0.047,55,2473,Hopvale Organic Ale,American Pale Ale (APA),58,16,58,Summit Brewing Company,St. Paul, MN
0.083,100,2415,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16,58,Summit Brewing Company,St. Paul, MN
0.052,29,2605,Tip Off,Altbier,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.054,23,2164,Cowbell,American Porter,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.058,20,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.083,23,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.099,36,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.09,30,2082,Whip Fight,Scotch Ale / Wee Heavy,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.053,23,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.064,75,2001,Fistful Of Hops Red,American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.063,75,2000,Fistful of Hops Orange,American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.064,75,1999,Fistful Of Hops Blue,American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.064,75,1996,Fistful of Hops Green,American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.09,30,1656,Wee Muckle,Scotch Ale / Wee Heavy,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.065,55,1599,Royal Brat,Extra Special / Strong Bitter (ESB),25,16,25,Sun King Brewing Company,Indianapolis, IN
0.075,77,1420,Grapefruit Jungle (GFJ),American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.056,50,1389,Osiris Pale Ale,American Pale Ale (APA),25,16,25,Sun King Brewing Company,Indianapolis, IN
0.099,75,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.063,23,1366,Stupid Sexy Flanders,Flanders Oud Bruin,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.071,27,1128,Ring of Dingle,Irish Dry Stout,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.054,23,1127,Bourbon Barrel Wee Mac,Scottish Ale,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.099,60,1049,Bourbon Barrel Johan,English Barleywine,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.09,24,923,The Velvet Fog,Quadrupel (Quad),25,16,25,Sun King Brewing Company,Indianapolis, IN
0.055,23,874,Sun King Oktoberfest,Märzen / Oktoberfest,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.052,24,739,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.052,24,698,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.091,91,651,Isis,American Double / Imperial IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.09,30,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.075,77,532,Grapefruit Jungle (GFJ) (2011),American IPA,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.055,23,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.099,60,394,Johan the Barleywine,English Barleywine,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.054,23,213,Wee Mac Scottish-Style Ale,Scottish Ale,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.053,20,55,Sunlight Cream Ale,Cream Ale,25,16,25,Sun King Brewing Company,Indianapolis, IN
0.056,50,54,Osiris Pale Ale (2010),American Pale Ale (APA),25,16,25,Sun King Brewing Company,Indianapolis, IN
0.099,85,1739,BLAKKR,American Black Ale,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.073,69,1112,Overrated! West Coast Style IPA,American IPA,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.075,90,329,WET,American IPA,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.04,37,19,Bitter Brewer,English Bitter,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.055,34,18,SurlyFest,Rye Beer,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.051,45,17,Coffee Bender,American Brown Ale,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.051,45,16,Bender,American Brown Ale,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.097,120,15,Abrasive Ale,American Double / Imperial IPA,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.051,20,14,Hell,Keller Bier / Zwickel Bier,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.067,33,13,CynicAle,Saison / Farmhouse Ale,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.062,99,12,Furious,American IPA,61,16,61,Surly Brewing Company,Brooklyn Center, MN
0.073,50,1242,Big Nose,American IPA,447,12,447,Swamp Head Brewery,Gainesville, FL
0.05,10,1241,Cotton Mouth,Witbier,447,12,447,Swamp Head Brewery,Gainesville, FL
0.056,35,1240,Stump Knocker Pale Ale,American Pale Ale (APA),447,12,447,Swamp Head Brewery,Gainesville, FL
0.05,38,1239,Midnight Oil,Oatmeal Stout,447,12,447,Swamp Head Brewery,Gainesville, FL
0.059,18,1238,Wild Night,Cream Ale,447,12,447,Swamp Head Brewery,Gainesville, FL
0.055,35,2568,Take Two Pils,German Pilsener,49,12,49,SweetWater Brewing Company,Atlanta, GA
0.08,95,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12,449,TailGate Beer,San Diego, CA
0.05,44,663,TailGate IPA,American IPA,449,24,449,TailGate Beer,San Diego, CA
0.05,44,662,TailGate IPA,American IPA,449,12,449,TailGate Beer,San Diego, CA
0.049,28,623,TailGate Hefeweizen,Hefeweizen,449,24,449,TailGate Beer,San Diego, CA
0.05,19,622,Blacktop Blonde,American Blonde Ale,449,24,449,TailGate Beer,San Diego, CA
0.05,19,362,Blacktop Blonde,American Blonde Ale,449,12,449,TailGate Beer,San Diego, CA
0.049,28,361,TailGate Hefeweizen,Hefeweizen,449,12,449,TailGate Beer,San Diego, CA
0.085,34,2575,Wooden Rooster,Tripel,45,16.9,45,Tallgrass Brewing Company,Manhattan, KS
0.048,20,2555,Ginger Peach Saison,Saison / Farmhouse Ale,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.062,35,1736,Zombie Monkie,American Porter,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.056,20,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20,1063,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.068,110,1017,Ethos IPA,American IPA,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.044,12,1009,Tallgrass Pub Ale,American Brown Ale,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.072,93,912,Oasis,Extra Special / Strong Bitter (ESB),45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20,765,Buffalo Sweat,Milk / Sweet Stout,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20,676,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20,412,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12,45,Tallgrass Brewing Company,Manhattan, KS
0.05,16,105,Köld Lager (2010),German Pilsener,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.072,93,104,Oasis (2010),American Double / Imperial IPA,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.044,22,103,Tallgrass Ale,American Brown Ale,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.05,20,102,Buffalo Sweat (2010),Milk / Sweet Stout,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.063,60,101,Tallgrass IPA,American IPA,45,16,45,Tallgrass Brewing Company,Manhattan, KS
0.07,80,544,Old Elephant Foot IPA,American IPA,490,16,490,Tampa Bay Brewing Company,Tampa, FL
0.065,35,2640,Peck's Porter,American Porter,7,16,7,Tapistry Brewing,Bridgman, MI
0.08,22,2601,Deduction,Dubbel,28,12,28,Taxman Brewing Company,Bargersville, IN
0.047,42,1082,RecreationAle,American Pale Ale (APA),469,12,469,Terrapin Brewing Company,Athens, GA
0.055,35,2119,First Stand,Saison / Farmhouse Ale,215,12,215,Texian Brewing Co.,Richmond, TX
0.063,23,2118,Battle LIne,American Brown Ale,215,12,215,Texian Brewing Co.,Richmond, TX
0.056,12,2117,Broken Bridge,Dunkelweizen,215,12,215,Texian Brewing Co.,Richmond, TX
0.071,69,2116,Brutus,English India Pale Ale (IPA),215,12,215,Texian Brewing Co.,Richmond, TX
0.08,120,1111,Heady Topper,American Double / Imperial IPA,272,16,272,The Alchemist,Waterbury, VT
0.08,120,379,Heady Topper,American Double / Imperial IPA,272,16,272,The Alchemist,Waterbury, VT
0.046,20,1200,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12,457,The Black Tooth Brewing Company,Sheridan, WY
0.07,75,1199,Indian Paintbrush IPA,American IPA,457,12,457,The Black Tooth Brewing Company,Sheridan, WY
0.048,16,1198,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12,457,The Black Tooth Brewing Company,Sheridan, WY
0.059,15,1197,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12,457,The Black Tooth Brewing Company,Sheridan, WY
0.052,16,1748,Bronx Summer Pale Ale,American Pale Ale (APA),329,16,329,The Bronx Brewery,Bronx, NY
0.057,46,1747,Bronx Black Pale Ale,American Black Ale,329,16,329,The Bronx Brewery,Bronx, NY
0.063,50,1037,Bronx Pale Ale,American Pale Ale (APA),329,16,329,The Bronx Brewery,Bronx, NY
0.052,35,2594,Surfrider,American Pale Ale (APA),33,16,33,The Dudes' Brewing Company,Torrance, CA
0.069,34,1562,Grandma's Pecan,English Brown Ale,33,16,33,The Dudes' Brewing Company,Torrance, CA
0.099,101,1561,Double Trunk,American Double / Imperial IPA,33,16,33,The Dudes' Brewing Company,Torrance, CA
0.046,45,1749,Just IPA,American IPA,328,12,328,The Just Beer Project,Burlington, VT
0.048,18,2347,Hunny Do Wheat,American Pale Wheat Ale,142,12,142,Third Street Brewhouse,Cold Spring, MN
0.051,11,2421,Watermelon Ale,Fruit / Vegetable Beer,108,12,108,Thomas Hooker Brewing Company,Bloomfield, CT
0.04,18,2319,Knotty Blonde Ale,American Blonde Ale,153,12,153,Three Creeks Brewing,Sisters, OR
0.062,40,2317,Fivepine Chocolate Porter,American Porter,153,12,153,Three Creeks Brewing,Sisters, OR
0.062,82,2316,Hoodoo Voodoo IPA,American IPA,153,12,153,Three Creeks Brewing,Sisters, OR
0.053,22,1913,Hydraulion Red,Irish Red Ale,273,12,273,Three Notch'd Brewing Company,Charlottesville, VA
0.06,50,1912,40 Mile IPA,American IPA,273,12,273,Three Notch'd Brewing Company,Charlottesville, VA
0.055,64,2617,Citra Faced,American Pale Wheat Ale,21,16,21,Three Pints Brewing,Martinsville, IN
0.055,31,2616,Pole Barn Stout,Oatmeal Stout,21,16,21,Three Pints Brewing,Martinsville, IN
0.054,37,2615,Pale,American Pale Ale (APA),21,16,21,Three Pints Brewing,Martinsville, IN
0.053,27,2614,Yoshi's Nectar,California Common / Steam Beer,21,16,21,Three Pints Brewing,Martinsville, IN
0.058,20,2623,Cafe Leche,American Porter,17,16,17,Tin Man Brewing Company,Evansville, IN
0.052,12,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,17,16,17,Tin Man Brewing Company,Evansville, IN
0.12,90,2621,Csar,Russian Imperial Stout,17,16,17,Tin Man Brewing Company,Evansville, IN
0.085,115,1449,Overlord Imperial IPA,American Double / Imperial IPA,17,16,17,Tin Man Brewing Company,Evansville, IN
0.058,36,951,Alloy,American IPA,17,16,17,Tin Man Brewing Company,Evansville, IN
0.051,22,950,Rivet Irish Red Ale,Irish Red Ale,17,16,17,Tin Man Brewing Company,Evansville, IN
0.052,50,949,3 Gear Robust Porter,American Porter,17,16,17,Tin Man Brewing Company,Evansville, IN
0.045,35,948,Circuit Bohemian Pilsner,Czech Pilsener,17,16,17,Tin Man Brewing Company,Evansville, IN
0.07,60,1755,Juke Joint IPA,American IPA,152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.07,35,1754,Parade Ground Coffee Porter,American Porter,152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.05,21,1428,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.045,18,529,Tin Roof Blonde Ale,American Blonde Ale,152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.055,37,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.045,28,494,Perfect Tin Amber,American Amber / Red Ale,152,12,152,Tin Roof Brewing Company,Baton Rouge, LA
0.073,87,1856,IPA & a Half,American IPA,291,12,291,Tommyknocker Brewery,Idaho Springs, CO
0.055,33,736,Ornery Amber Lager (2003),Vienna Lager,291,12,291,Tommyknocker Brewery,Idaho Springs, CO
0.062,72,1938,Almanac IPA,American IPA,265,12,265,Tractor Brewing Company,Albuquerque, NM
0.06,30,1936,Farmer's Tan Red Ale,American Amber / Red Ale,265,12,265,Tractor Brewing Company,Albuquerque, NM
0.075,93,2444,Nugget Nectar,American Amber / Red Ale,97,16,97,Tröegs Brewing Company,Hershey, PA
0.045,45,2203,Sunshine Pils,American Pilsner,97,12,97,Tröegs Brewing Company,Hershey, PA
0.082,25,1510,Troegenator Doublebock,Doppelbock,97,16,97,Tröegs Brewing Company,Hershey, PA
0.075,85,1509,Perpetual IPA,American IPA,97,12,97,Tröegs Brewing Company,Hershey, PA
0.055,52,433,Greenville Pale Ale,American Pale Ale (APA),539,12,539,Twin Lakes Brewing Company,Greenville, DE
0.062,65,641,Hoppy Boy,American IPA,520,16,520,Twisted Pine Brewing Company,Boulder, CO
0.054,26,2588,Cow Creek,American Amber / Red Lager,38,12,38,Twisted X Brewing Company,Dripping Springs, TX
0.075,63,2458,Chupahopra,American IPA,38,12,38,Twisted X Brewing Company,Dripping Springs, TX
0.051,19,2212,Twisted X,American Adjunct Lager,38,12,38,Twisted X Brewing Company,Dripping Springs, TX
0.041,41,2235,Day Hike Session,American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.048,48,1661,Trailhead ISA,American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.052,27,1660,Immersion Amber,American Amber / Red Ale,190,12,190,Two Beers Brewing Company,Seattle, WA
0.062,70,1659,Evo IPA,American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.062,70,1173,Evolutionary IPA (2012),American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.057,36,560,Persnickety Pale,American Pale Ale (APA),190,12,190,Two Beers Brewing Company,Seattle, WA
0.054,20,519,SoDo Brown Ale,American Brown Ale,190,12,190,Two Beers Brewing Company,Seattle, WA
0.052,27,518,Immersion Amber Ale (2011),American Amber / Red Ale,190,12,190,Two Beers Brewing Company,Seattle, WA
0.062,70,505,Evolutionary IPA (2011),American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.048,48,482,Trailhead India Style Session Ale (2011),American IPA,190,12,190,Two Beers Brewing Company,Seattle, WA
0.063,69,2497,Wobble,American IPA,74,16,74,Two Brothers Brewing Company,Warrenville, IL
0.058,43,2246,Night Cat,American Dark Wheat Ale,74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.058,43,1630,Night Cat (2014),American Dark Wheat Ale,74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.051,17,1284,Dog Days Lager,Dortmunder / Export Lager,74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.051,36,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.077,23,1042,Atom Smasher,Märzen / Oktoberfest,74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.07,68,861,Cane and Ebel,American Strong Ale,74,12,74,Two Brothers Brewing Company,Warrenville, IL
0.05,10,2310,PUNK'N,Pumpkin Ale,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.04,22,2100,Yard Sale Winter Lager,American Amber / Red Lager,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.04,42,1925,Trader Session IPA,American IPA,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.073,83,1723,Hop Nosh IPA,American IPA,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.04,17,1212,SUM'R,American Blonde Ale,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.04,32,1097,Organic Baba Black Lager,Schwarzbier,159,12,159,Uinta Brewing Company,Salt Lake City, UT
0.073,82,1089,Hop Notch IPA (2013),American IPA,159,12,159,Uinta Brewing Company,Salt Lake City, UT
